,238_frequency_buying_store,81_number_online_purchases_month,288_number_app_purchases_month,289_number_whatsapp_purchases_month,83_willingness_ultrafast_delivery,84_willingness_sameday_delivery,241_age_of_the_interviewee,_title,_server_updated_at,_updated_by,_geometry,282_payment_method_that_purchase,283_fulfill_needs,300_did_not_find,237_distance_household_interviewee,299_means_transportation_consumer,238_frequency_buying_store,284_additional_products_store,301_electricity_bill,305_electricity_bill_store,302_water_bill,306_water_bill_store,303_gas_bill,307_gas_bill_store,286_topups,308_topups_in_store,287_wire_transfers,309_wiretransfers_in_store,320_other_services_in_store,304_additional_services_store,240_gender_interviewee,indicate_the_type_of_store,name_of_the_store,storefront_picture_just_once_if_possible
54,1.0,3.0,0.0,0.0,0.0,0.0,22.0,"November 9, 2022",2022-11-09 23:19:03 UTC,Amaranta Hernández,SRID=4326;POINT(-98.1672017276 19.0713759206),Efectivo,yes,0,más de 10 cuadras,Transporte público,1,0,Banco,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,0,Male,Grocery store (aka. nanostore),Lonchería Karina,1 Photo
55,1.0,0.0,0.0,0.0,30.0,30.0,20.0,"November 9, 2022",2022-11-09 23:19:02 UTC,Amaranta Hernández,SRID=4326;POINT(-98.1669915095 19.0716601559),Efectivo,yes,0,0 a 3 cuadras,A pie,1,0,No lo hago,no,No lo hago,no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,0,Female,Cafeteria,Jugueria Cristy ,1 Photo
56,1.0,0.0,0.0,0.0,0.0,0.0,21.0,"November 9, 2022",2022-11-09 23:19:01 UTC,Amaranta Hernández,SRID=4326;POINT(-98.167033419 19.0716028019),Efectivo,yes,0,más de 10 cuadras,Transporte público,1,0,En línea ,no,En línea ,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,0,Female,Micro-restaurant (aka. fondita),Antojitos las bilingües ,1 Photo
57,1.0,0.0,0.0,0.0,0.0,0.0,45.0,"November 9, 2022",2022-11-09 23:19:00 UTC,Amaranta Hernández,SRID=4326;POINT(-98.1670367718 19.0716009007),Efectivo,yes,0,7 a 10 cuadras,Automóvil,1,0,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,0,Male,Micro-restaurant (aka. fondita),Antojitos las Bilingües ,1 Photo
58,6.0,0.0,0.0,0.0,80.0,0.0,64.0,"November 9, 2022",2022-11-09 23:12:54 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1655981019 19.0722847115),Efectivo,yes,0,0 a 3 cuadras,A pie,6,0,"CFE,Supermercado",yes,"Sistema de agua,Supermercado",yes,"Proveedor de gas,Supermercado",yes,Fonda,yes,Banco,yes,yes,0,Female,Butcher shop,La Esmeralda ,1 Photo
59,4.0,2.0,2.7,2.0,50.0,56.9,50.0,"November 9, 2022",2022-11-09 23:12:54 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1664822251 19.0696102916),Efectivo,yes,0,0 a 3 cuadras,A pie,4,0,CFE,yes,Sistema de agua,yes,Proveedor de gas,yes,Fonda,yes,Banco,yes,yes,Pago de servicios ,Male,Micro-restaurant (aka. fondita),Donatelli Caffe D’Amici,1 Photo
60,1.0,2.0,3.0,0.0,40.0,100.0,19.0,"November 9, 2022",2022-11-09 23:12:54 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1673499197 19.0709443382),Efectivo,yes,0,más de 10 cuadras,Transporte público,1,0,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,yes,Pago de servicios ,Male,Produce (fruits & vegetables),——,0
61,1.0,1.8,2.7,0.0,30.0,200.0,18.0,"November 9, 2022",2022-11-09 23:12:53 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1674313918 19.0708461071),Efectivo,yes,0,más de 10 cuadras,Automóvil,1,0,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,yes,Pago de servicios ,Male,Micro-restaurant (aka. fondita),Maravillas ,1 Photo
62,5.0,0.0,0.0,0.0,0.0,100.0,26.0,"November 9, 2022",2022-11-09 23:12:52 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1675685197 19.0707038304),Efectivo,yes,0,más de 10 cuadras,Transporte público,5,0,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,0,Female,Grocery store (aka. nanostore),Super Tec,1 Photo
63,3.0,3.0,1.0,2.0,30.0,30.0,18.0,"November 9, 2022",2022-11-09 23:12:52 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1676165165 19.0708327664),Efectivo,yes,0,más de 10 cuadras,Transporte público,3,0,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,yes,Pago de servicios ,Female,Micro-restaurant (aka. fondita),——,1 Photo
64,3.0,2.0,0.0,2.0,30.0,30.0,19.0,"November 9, 2022",2022-11-09 23:12:52 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1675953418 19.070659151),Efectivo,yes,0,más de 10 cuadras,Transporte público,3,0,No lo hago,yes,No lo hago,yes,No lo hago,yes,No lo hago,yes,No lo hago,yes,no,0,Male,Cafeteria,Sagrado Juguito ,0
65,1.0,1.8,6.0,0.2,100.0,100.0,18.0,"November 9, 2022",2022-11-09 23:12:51 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1671685353 19.0711506233),Efectivo,yes,0,más de 10 cuadras,Transporte público,1,0,CFE,yes,Sistema de agua,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,yes,yes,Pago de servicios ,Male,Grocery store (aka. nanostore),La Universitaria ,1 Photo
66,2.0,2.0,1.0,0.2,35.1,150.0,26.0,"November 9, 2022",2022-11-09 23:12:51 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1670884043 19.0712542411),Efectivo,yes,0,más de 10 cuadras,Transporte público,2,0,CFE,yes,Sistema de agua,yes,Proveedor de gas,yes,Fonda,yes,Fonda,yes,yes,Pago de servicios ,Male,Produce (fruits & vegetables),Pollería y Recauderia “Hnos González” ,0
67,3.0,5.0,3.0,0.0,80.0,100.0,18.0,"November 9, 2022",2022-11-09 23:12:50 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1670961156 19.0712460024),Tarjeta de débito y/o crédito,yes,0,más de 10 cuadras,Transporte público,3,0,"Banco,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,yes,Retiro de efectivo ,Male,Grocery store (aka. nanostore),El León,1 Photo
68,4.0,2.0,2.0,0.0,35.1,150.0,23.0,"November 9, 2022",2022-11-09 23:12:50 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1670984626 19.0712466361),Efectivo,yes,0,más de 10 cuadras,Automóvil,4,0,Supermercado,no,Supermercado,no,Supermercado,no,Supermercado,no,Supermercado,no,no,0,Female,Grocery store (aka. nanostore),El León,1 Photo
69,5.0,1.0,0.0,0.0,100.0,20.0,22.0,"November 9, 2022",2022-11-09 23:12:49 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1670971215 19.0712472699),Efectivo,yes,0,más de 10 cuadras,Transporte público,5,0,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,0,Male,Grocery store (aka. nanostore),El león,1 Photo
70,2.0,2.0,5.0,2.0,80.0,150.0,21.0,"November 9, 2022",2022-11-09 23:12:49 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1671795994 19.071394933),Efectivo,yes,0,más de 10 cuadras,Transporte público,2,0,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,0,Male,Grocery store (aka. nanostore),Lonchería Karina,1 Photo
71,1.0,0.0,0.0,1.0,0.0,0.0,29.0,"November 9, 2022",2022-11-09 23:12:48 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1669918448 19.0716620572),Efectivo,yes,0,4 a 6 cuadras,A pie,1,0,Banco,no,Banco,no,Banco,no,Banco,no,Banco,no,no,0,Female,Cafeteria,Jugueria Cristy ,1 Photo
72,1.0,2.0,0.0,0.2,30.0,30.0,21.0,"November 9, 2022",2022-11-09 23:12:48 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.167033419 19.0716069213),Efectivo,yes,0,más de 10 cuadras,Automóvil,1,0,CFE,no,Sistema de agua,no,Proveedor de gas,no,Fonda,no,Banco,no,yes,Variedad de alimentos ,Female,Micro-restaurant (aka. fondita),Antojitos “Las Bilingües” ,1 Photo
73,2.0,1.0,0.0,0.0,50.0,50.0,50.0,"November 9, 2022",2022-11-09 23:12:47 UTC,Gianluca De la rosa,SRID=4326;POINT(-98.1669918448 19.0716604728),Efectivo,yes,0,4 a 6 cuadras,Automóvil,2,0,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,0,Female,Cafeteria,Juguería Cristy,1 Photo
74,1.0,2.0,4.0,1.0,50.0,100.0,38.0,"November 7, 2022",2022-11-09 22:59:07 UTC,Ulises Núñez Bautista,SRID=4326;POINT(-98.2224064777 19.0578233591),Efectivo,yes,0,4 a 6 cuadras,A pie,1,0,Tienda de conveniencia (e.g. OXXO),no,"Sistema de agua,Supermercado",no,Proveedor de gas,no,No lo hago,yes,Tienda de conveniencia (e.g. OXXO),no,no,0,Male,Grocery store (aka. nanostore),OEM service ,1 Photo
75,1.0,0.0,0.0,0.0,20.0,50.0,50.0,"November 9, 2022",2022-11-09 22:48:37 UTC,Oscar Morales,SRID=4326;POINT(-98.2615284442 19.0192516253),Efectivo,yes,0,4 a 6 cuadras,A pie,1,0,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,no,no,0,Male,Micro-restaurant (aka. fondita),Buffet de tacos,1 Photo
76,1.0,2.0,3.0,0.0,0.0,50.0,28.0,"November 7, 2022",2022-11-08 14:55:09 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.222345439 19.0579346723),Tarjeta de débito y/o crédito,yes,0,7 a 10 cuadras,Transporte público,1,0,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Proveedor de gas,no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,no,0,Male,Grocery store (aka. nanostore),ValTech,1 Photo
77,1.0,5.0,10.0,0.0,30.0,80.0,20.0,"November 7, 2022",2022-11-08 04:13:14 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2617088594 19.0187882027),Tarjeta de débito y/o crédito,yes,0,más de 10 cuadras,Automóvil,1,0,No lo hago,no,No lo hago,no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,Banco,no,no,0,Male,Cafeteria,Rey Patata,1 Photo
78,3.0,1.0,5.0,0.0,50.0,120.0,25.0,"November 7, 2022",2022-11-08 04:13:13 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2625222119 19.0192133175),Efectivo,yes,0,más de 10 cuadras,Automóvil,3,0,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Proveedor de gas",no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,Tienda de conveniencia (e.g. OXXO),no,no,0,Male,Micro-restaurant (aka. fondita),Los sabores,1 Photo
79,2.0,1.0,3.0,0.0,40.0,100.0,26.0,"November 7, 2022",2022-11-08 04:13:13 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2625588265 19.0196435072),Transferencia interbancaria,yes,0,4 a 6 cuadras,Bicicleta,2,0,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,"Mobile app,Proveedor de gas",no,"Mobile app,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,0,Male,Micro-restaurant (aka. fondita),Cemitas del carmen ,1 Photo
80,3.0,2.0,6.0,0.0,30.0,80.0,22.0,"November 7, 2022",2022-11-08 04:13:12 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2624608 19.0200849669),Efectivo,yes,0,más de 10 cuadras,Automóvil,3,0,"CFE,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,"App,Tienda de conveniencia (e.g. OXXO)",no,App,no,yes,Más platillos,Female,Micro-restaurant (aka. fondita),El Brunch,1 Photo
81,4.0,0.0,0.0,0.2,30.0,50.0,36.0,"November 7, 2022",2022-11-08 04:13:11 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2611493421 19.022423871),Efectivo,yes,0,0 a 3 cuadras,A pie,4,0,Tienda de conveniencia (e.g. OXXO),no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,"Mobile app,Tienda de conveniencia (e.g. OXXO)",no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,0,Female,Butcher shop,Mr. Green,1 Photo
82,1.0,2.0,4.0,0.0,40.0,90.0,33.0,"November 7, 2022",2022-11-08 04:13:11 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2608573122 19.0223302274),Transferencia interbancaria,yes,0,más de 10 cuadras,Automóvil,1,0,CFE,no,Sistema de agua,no,"Proveedor de gas,Tienda de conveniencia (e.g. OXXO)",no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,0,Male,Micro-restaurant (aka. fondita),El sazón de la jarochita,1 Photo
83,1.0,1.0,2.0,0.2,30.0,50.0,42.0,"November 7, 2022",2022-11-08 04:13:10 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2599681058 19.0221065143),Tarjeta de débito y/o crédito,yes,0,4 a 6 cuadras,Transporte público,1,0,"CFE,Tienda de conveniencia (e.g. OXXO)",no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,0,Male,Grocery store (aka. nanostore),Superlim todo en limpieza ,1 Photo
84,1.0,3.0,4.0,0.0,80.0,120.0,19.0,"November 7, 2022",2022-11-08 04:13:09 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2606685814 19.0208645258),Efectivo,yes,0,más de 10 cuadras,Motocicleta,1,0,"CFE,Mobile app",no,"Mobile app,Sistema de agua",no,Proveedor de gas,no,Mobile app,no,"Mobile app,Tienda de conveniencia (e.g. OXXO)",no,no,0,Female,Cafeteria,La nueva michoacana,1 Photo
85,2.0,0.0,0.0,0.2,30.0,50.0,38.0,"November 7, 2022",2022-11-08 04:13:09 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2610308473 19.020214174),Efectivo,yes,0,0 a 3 cuadras,A pie,2,0,"Tienda de conveniencia (e.g. OXXO),Tiendita",no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,0,Female,Grocery store (aka. nanostore),Alondra Desechables y materias primas,1 Photo
86,5.0,1.0,0.0,0.2,25.0,50.0,57.0,"November 7, 2022",2022-11-08 04:13:08 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2613938303 19.0194786072),Efectivo,yes,0,0 a 3 cuadras,A pie,5,0,Tienda de conveniencia (e.g. OXXO),yes,Sistema de agua,yes,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,0,Female,Produce (fruits & vegetables),Súper Canasta ,1 Photo
87,1.0,2.0,5.0,0.2,50.0,80.0,30.0,"November 7, 2022",2022-11-08 04:13:08 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2606917086 19.0207468242),Efectivo,yes,0,0 a 3 cuadras,A pie,1,0,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,0,Female,Dairy products,Estética Unisex Aislinn,1 Photo
88,3.0,1.0,6.0,0.2,30.0,50.0,25.0,"November 5, 2022",2022-11-08 04:10:09 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2615531596 19.0225102393),Efectivo,yes,0,4 a 6 cuadras,Automóvil,3,0,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),yes,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,"Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,no,0,Female,Butcher shop,Carnes Selectas Hermanos Flores,1 Photo
89,1.0,6.0,0.0,0.2,30.0,50.0,28.7,"November 5, 2022",2022-11-08 04:10:09 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2611456999 19.0222964781),No realizó compras,no,"Pantalón, blusa",4 a 6 cuadras,A pie,1,Más variedad de productos,CFE,yes,Sistema de agua,yes,Proveedor de gas,yes,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,"Banco,Tienda de conveniencia (e.g. OXXO)",no,yes,Pago de servicios,Female,Grocery store (aka. nanostore),No mame,1 Photo
90,4.0,1.0,3.0,0.2,30.0,50.0,44.0,"November 5, 2022",2022-11-08 04:10:08 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2605484483 19.022131044),Efectivo,yes,0,0 a 3 cuadras,A pie,4,0,"CFE,Tienda de conveniencia (e.g. OXXO)",no,Sistema de agua,no,Proveedor de gas,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",yes,No lo hago,no,no,0,Female,Grocery store (aka. nanostore),Tortillería “Rosales”,1 Photo
91,3.0,5.0,2.0,0.2,40.0,80.0,54.0,"November 5, 2022",2022-11-08 04:10:08 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2603235827 19.0217736923),Efectivo,yes,0,4 a 6 cuadras,A pie,3,0,"Tienda de conveniencia (e.g. OXXO),Tiendita",no,"Tienda de conveniencia (e.g. OXXO),Tiendita",no,Mobile app ,no,Tienda de conveniencia (e.g. OXXO),no,Banco,no,no,0,Female,Produce (fruits & vegetables),Frutas y verduras “Rafa”,1 Photo
92,1.0,5.0,12.0,0.0,80.0,150.0,19.0,"November 5, 2022",2022-11-08 04:10:07 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2605454513 19.0210555913),Efectivo,yes,0,más de 10 cuadras,Automóvil,1,0,Mobile app,no,Mobile app,no,Mobile app,no,Mobile app,no,Banco,no,no,0,Male,Cafeteria,Rico Pan Casero,1 Photo
93,2.0,4.0,4.0,2.0,30.0,75.0,28.0,"November 5, 2022",2022-11-08 04:10:07 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2606651265 19.0208187793),Efectivo,yes,0,4 a 6 cuadras,Bicicleta,2,0,App,no,"Supermercado,Tienda de conveniencia (e.g. OXXO)",no,Banco,no,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,Banco,no,no,0,Male,Grocery store (aka. nanostore),La nueva Michoacana ,1 Photo
94,1.0,2.0,0.0,0.2,25.0,60.0,52.0,"November 5, 2022",2022-11-08 04:10:06 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2618381108 19.0189637053),Efectivo,no,Clavos,0 a 3 cuadras,A pie,1,Más variedad de producto de ferretería ,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,0,Male,Grocery store (aka. nanostore),Ferretería Robgas,1 Photo
95,1.0,5.0,2.7,0.0,50.0,100.0,17.0,"November 5, 2022",2022-11-08 04:10:06 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2614185927 19.0194155786),Efectivo,yes,0,0 a 3 cuadras,A pie,1,0,Tienda de conveniencia (e.g. OXXO),no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,App móvil ,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",no,Bancomer app,no,no,0,Female,Grocery store (aka. nanostore),Brillosos productos de limpieza,1 Photo
96,3.0,4.0,12.0,1.0,65.0,120.0,38.0,"November 5, 2022",2022-11-08 04:10:05 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2609013002 19.0203937492),Efectivo,yes,0,0 a 3 cuadras,A pie,3,0,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,Tiendita,no,"Supermercado,Tienda de conveniencia (e.g. OXXO)",no,no,0,Female,Cafeteria,La Nueva Michoacana ,1 Photo
97,1.0,6.0,10.0,0.2,50.0,100.0,22.0,"November 5, 2022",2022-11-08 04:10:05 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.261080552 19.020082159),Tarjeta de débito y/o crédito,yes,0,0 a 3 cuadras,A pie,1,0,"CFE,Other",yes,Supermercado,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Transferencia ,yes,yes,Agua luz gas ,Female,Grocery store (aka. nanostore),Ferreterías Fénix ,1 Photo
98,1.0,0.0,0.0,0.2,100.0,80.0,35.0,"November 7, 2022",2022-11-07 23:25:53 UTC,Ulises Núñez Bautista,SRID=4326;POINT(-98.2224561327 19.0577741584),Efectivo,no,Castillo,más de 10 cuadras,Automóvil,1,0,Tienda de conveniencia (e.g. OXXO),no,Banco,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,0,Male,Grocery store (aka. nanostore),Costetix,1 Photo
99,1.0,2.0,7.0,0.0,0.0,0.0,30.0,"November 7, 2022",2022-11-07 22:57:49 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2279899669 19.0598775644),Tarjeta de débito y/o crédito,yes,0,más de 10 cuadras,A pie,1,0,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,No lo hago,no,no,0,Male,Dairy products,La Reina de Puebla,0
100,1.0,2.0,7.0,0.0,40.0,70.0,24.0,"November 7, 2022",2022-11-07 22:51:16 UTC,Ulises Núñez Bautista,SRID=4326;POINT(-98.2277619174 19.06009126),Tarjeta de débito y/o crédito,yes,0,más de 10 cuadras,A pie,1,0,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,Plan telefónico ,no,App,no,no,0,Male,Micro-restaurant (aka. fondita),Don asador,1 Photo
101,1.0,0.0,0.0,0.0,0.0,0.0,45.0,"November 7, 2022",2022-11-07 22:51:15 UTC,Ulises Núñez Bautista,SRID=4326;POINT(-98.2223518282 19.0579026417),Efectivo,yes,0,0 a 3 cuadras,A pie,1,0,Banco,no,Banco,no,Proveedor de gas,no,No lo hago,no,No lo hago,no,no,0,Male,Grocery store (aka. nanostore),Ferretería Ambriz,1 Photo
102,1.0,6.0,5.0,0.0,0.0,0.0,18.0,"November 7, 2022",2022-11-07 22:41:08 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2277992196 19.0599489285),Tarjeta de débito y/o crédito,yes,0,más de 10 cuadras,Automóvil,1,0,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,Banco,no,no,0,Male,Micro-restaurant (aka. fondita),Don Asador,0
103,1.0,1.8,4.0,0.0,0.0,0.0,22.0,"November 7, 2022",2022-11-07 22:41:07 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2278069689 19.0599946207),Tarjeta de débito y/o crédito,yes,0,más de 10 cuadras,Automóvil,1,0,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,Banco,no,no,0,Male,Micro-restaurant (aka. fondita),Don Asador,0
104,1.0,0.0,0.0,2.0,50.0,100.0,45.0,"November 7, 2022",2022-11-07 22:41:07 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2279501444 19.0600125649),Efectivo,yes,0,más de 10 cuadras,Automóvil,1,0,CFE,no,Supermercado,no,Proveedor de gas,no,No lo hago,no,Supermercado,no,no,0,Female,Produce (fruits & vegetables),La Reina de Puebla,1 Photo
105,1.0,2.0,1.0,0.0,0.0,0.0,60.0,"November 7, 2022",2022-11-07 22:41:06 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2224507951 19.0579616816),Efectivo,yes,0,0 a 3 cuadras,A pie,1,0,Supermercado,no,Supermercado,no,No lo hago,no,Tiendita,no,No lo hago,no,no,0,Female,Grocery store (aka. nanostore),Splashbit,1 Photo
106,2.0,5.0,2.7,0.2,30.0,30.0,23.0,"November 5, 2022",2022-11-05 17:16:08 UTC,Gustavo Manzanilla,SRID=4326;POINT(-98.2208566368 19.0423914961),Tarjeta de débito y/o crédito,yes,0,7 a 10 cuadras,didi,2,0,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO),teléfono",no,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO),internet",no,"Tienda de conveniencia (e.g. OXXO),Tiendita",no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,yes,Envio a domicilio sin costo,Female,Micro-restaurant (aka. fondita),Alto mexico,1 Photo
107,1.0,1.8,7.0,2.0,45.0,45.0,45.0,"November 5, 2022",2022-11-05 17:16:08 UTC,Gustavo Manzanilla,SRID=4326;POINT(-98.2198474556 19.0432139247),Tarjeta de débito y/o crédito,no,Ablandador de agujas,más de 10 cuadras,Automóvil,1,Articulos varios para cuando ya estas procesando los alimentos ,app,no,app,no,internet,no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,yes,Entrega a domicilio,Male,Dairy products,Dibagasa,1 Photo
108,2.0,1.8,12.0,0.0,70.0,150.0,18.0,"November 3, 2022",2022-11-03 20:32:56 UTC,Daniel Serrano,SRID=4326;POINT(-98.2641407847 19.0346021504),Efectivo,yes,0,4 km,Automóvil,2,0,No lo hago,yes,No lo hago,yes,No lo hago,yes,No lo hago,yes,No lo hago,yes,no,0,Male,Grocery store (aka. nanostore),Minisuper Rayitas,1 Photo
